GR_2,PHS_1,SH_1,FLA_1,FLA_2,FLF_2,GLA3_1,GLA4_1,GLA6_1,GLA7_1,GLA9_1,GLA10_1,GLA1_2,GLA2_2,GLA3_2,GLA5_2,GLA6_2,GLA7_2,GLA8_2,GLA9_2,GLA10_2,FLS_2,GS39_1,GS55_1,GS65_1,GS39_2,GS55_2,GS65_2,JGH_1,JGH_2,JGH_N,GY_1,GY_2,LOD_1,HET_1,HET_2,HFLB_1,HFLB_2,FLED_1,FLED_2,EL_1,EL_2,ETA_1,FLL_1,FLL_2,FLW_1,FLW_2,BIS_1,TS_1,EW_1,GA_1,GA_2,GL_1,GL_2,GW_1,GW_2,TGW_1,TGW_2,SW_1,GPC_1,GPC_2,LGLAU_1,GLAU_1,GLAU_2,AWN_1,PIG_1,PIG_2,SPIG_2,YR_1,YR_2,YR_N
1.109399386,4.0,0,6.369057852,6.024,0.4454485142660498,0.584162499,2.202596086,5.580895031,27.20252421,36.01360441,39.46954245,1.479,12.86,9.75,20.16,17.84,22.65,35.64,41.74,50.02,3.69,201.0052184,215.0398394,224.5225348,207.0,220.9,229.5,2.768602975,2.606,4.0,6.08332763,6.723,2.114019006,66.28278256,69.89,43.28374281,47.5,14.18278163,15.96,8.433351192,10.095,4.0,146.8243665,190.3,17.63472817,16.2,1.918502728,21.25003307,2.684900691,17.31895215,16.47,6.420808669,6.245,3.606658396,3.424,44.62408035,43.36,95.67047822,14.55325724,10.04686972,1.384782361,1.206268489,1.473,0,1.376731648,0.0,0.0,0.6666666666667508,1.701,0.3010299956639812
1.112589482,0.0,0,7.916359775,7.052,0.672467313068082,1.146813198,3.373464014,8.476139709,25.44691434,34.06628779,35.87907334,1.476,10.94,5.82,16.56,16.31,21.7,33.15,41.45,52.14,3.43,203.1248321,214.7651762,222.9906091,208.3,220.4,229.3,2.583809407,2.036,4.0,5.423182921,6.933,3.208330603,62.38306589,74.26,45.16119573,53.78,10.22953159,15.4,7.61645438,9.956,6.0,134.6306814,188.5,15.81795078,13.33,1.918933891,19.37389571,2.977078413,18.99848983,18.11,6.79015499,6.68,3.752742384,3.564,49.75962257,46.64,118.9299022,14.08282814,8.848641532,3.14938849,1.919469438,3.164,0,1.092392278,0.5,0.0,1.856666666666667e-13,2.124,0.0
0.823353445,2.0,0,5.126166299,4.471,0.539577883345309,1.342669798,3.591479297,8.653121738,30.32688667,44.34900946,40.43487429,2.424,14.78,9.75,20.33,21.38,24.56,40.03,45.82,53.72,6.289,212.2933745,222.4197083,225.9208125,216.0,228.0,233.9,4.222834143,4.206,5.0,6.734434733,7.664,0.476154915,59.22263677,63.41,43.89299819,44.68,8.259557624,14.05,7.560041525,8.169,4.0,123.1124051,202.5,15.8134842,16.4,0.616326818,20.66093106,3.279328687,17.90070211,16.26,6.577585784,6.195,3.660722482,3.425,43.65647414,43.76,91.17023112,12.82983872,7.81332092,3.157492925,2.178229937,2.91,0,0.779272768,0.0,0.0,0.666666666666759,2.625,0.4771212547196624
0.682627033,1.0,0,5.622140523,4.063,0.4924810101288767,0.714465692,2.909098325,6.691235042,22.8398,30.68837677,30.02152729,1.693,13.35,7.64,17.09,20.41,23.95,34.99,39.54,50.81,3.983,211.3147822,222.3189102,225.9472203,215.1,228.1,232.4,3.38611012,2.829,5.0,6.302842114,6.23,1.643917097,74.37183943,71.41,52.67995921,50.26,12.98362677,16.2,9.056584787,8.668,6.0,130.6302299,161.9,16.06114882,17.52,1.363072273,20.29776646,2.94657751,17.06521953,14.74,6.108567925,5.632,3.72097412,3.411,43.84991416,42.37,94.68851235,13.27359834,9.85762949,1.372604893,0.872641723,1.117,0,0.188378594,0.0,0.0,1.9155555555555563e-13,4.791,0.3010299956639812
,0.0,0,4.087666312,1.822,0.6370892735303305,1.152308409,2.761349034,5.99717891,30.06556638,43.78720359,43.90350542,1.592,16.11,10.45,20.18,20.38,25.78,44.52,42.79,55.52,4.644,215.3292357,224.4778161,229.092614,219.0,230.9,237.0,6.163485663,6.326,5.0,6.598604141,6.66,0.239084216,58.28662289,59.33,42.99948521,42.04,7.068537817,12.8,8.33131864,8.328,5.0,103.7980958,154.0,15.38900482,17.04,0.559216424,18.92741638,2.582270074,15.66318015,12.91,5.79821685,5.363,3.586312961,3.156,38.86677986,34.83,99.29286056,13.53150744,9.516207651,6.677625908,5.130244988,6.159,0,1.225328464,0.0,0.0,9.77777777777778,3.39,0.3010299956639812
0.852916887,0.0,1,4.077362834,4.596,0.5666731376061165,0.980160798,3.399167876,11.11401142,26.48807541,32.49296229,35.55716418,1.293,13.84,10.22,21.79,22.35,27.95,40.4,44.4,55.21,4.501,207.258497,217.6853561,225.9031975,210.0,220.9,229.4,3.011717715,5.097,6.0,6.431536,6.616,4.128057043,68.59919614,76.51,47.5603347,54.07,12.71503229,17.4,8.692945158,8.671,7.0,104.7196438,148.4,15.74544921,14.12,0.617909259,18.69202402,2.874244843,19.96959872,17.81,6.84202112,6.457,3.88967989,3.525,51.3481702,49.53,97.26851354,13.20193793,9.4108429,2.380311162,1.680034844,2.677,0,-0.012017776,0.0,0.0,11.888888888888877,6.964,0.0
0.735935976,2.0,0,3.520555639,4.866,0.64777405026883,1.143547302,2.428477131,7.047373228,33.05190271,40.62903716,37.57835722,2.722,22.02,15.25,27.2,25.8,29.54,43.0,43.74,57.03,5.711,212.1953972,222.4979697,228.9998503,213.8,227.9,234.1,3.740945241,4.561,5.0,7.403884564,6.61,1.306738425,71.61748459,79.65,52.99936691,58.39,10.44532071,16.3,8.397099209,8.888,4.0,127.1248919,191.6,16.08165795,17.42,0.416806693,19.81673728,3.46680552,20.54449729,18.05,6.774429879,6.384,4.072566725,3.66,53.4854935,52.12,96.07197805,12.22193535,9.345446151,4.866269693,4.41017385,4.338,0,0.263965583,0.0,0.0,4.3333333333333215,4.452,0.3010299956639812
0.861930707,2.0,0,4.489840382,3.068,0.5564231213712854,0.843320219,3.445070884,9.146871485,35.07855392,43.73870439,47.98378941,2.318,13.53,11.13,23.26,21.13,26.62,37.38,41.17,49.8,6.614,213.5260472,223.96191,230.0312251,218.2,228.1,236.3,4.905209612,4.877,5.0,7.303845828,7.584,0.459008183,65.71872307,67.8,49.19687047,49.63,6.702208324,11.6,9.623129428,9.615,5.0,103.5081743,144.9,18.07721693,18.06,0.07984024,19.03036945,4.193994295,23.10577606,19.75,7.533102935,7.008,4.07447979,3.645,60.04430121,54.18,92.66099189,12.63543363,8.632806036,5.953523941,3.980021641,4.321,0,0.161480597,0.0,0.0,11.88888888888889,8.31,0.4771212547196624
0.921934402,3.0,0,5.815670025,7.357,0.6969676407440232,1.050444604,2.674179062,8.411148617,34.66889006,38.99635109,35.62794354,1.338,13.16,11.24,21.17,24.24,27.09,42.62,45.55,59.47,1.969,204.6354361,218.1231703,224.4900033,208.6,221.0,227.9,3.312209735,2.935,4.0,5.36993752,6.17,2.157516931,58.8073089,68.37,42.65209684,50.47,9.315780968,12.7,6.897838759,8.491,3.0,116.159828,176.2,12.62800942,14.07,1.430966337,21.37713171,2.538180741,17.57210525,15.89,6.333007081,6.127,3.667058538,3.352,44.25464843,42.35,108.5509469,15.13451719,10.15735564,5.223302096,3.229697922,4.311,0,0.689697037,0.0,0.0,1.8873333333333333e-13,-0.386,0.4771212547196624
0.807600617,3.0,0,4.568582165,5.132,0.6740340004312549,1.368010685,3.592729596,9.294983678,30.8514695,37.41367186,44.04301699,2.583,19.34,12.17,24.27,22.8,28.84,40.56,52.65,56.37,5.4,209.6904042,222.1067279,226.0965868,213.2,226.0,231.2,4.524600632,3.664,5.0,6.997996021,6.236,0.511747142,68.09114075,73.26,50.64042746,53.94,9.261439098,14.3,8.096288401,9.625,5.0,139.4200322,222.8,17.06640432,17.4,0.412911155,21.39241254,3.345937521,18.64772548,16.53,6.712384351,6.308,3.729338682,3.453,46.72540062,44.59,98.48427299,12.29445044,9.948445405,4.18391849,4.698937663,3.457,0,0.250354257,0.0,0.0,6.4444444444444375,6.422,0.3010299956639812
1.061434266,2.0,0,6.306765028,6.323,0.7867514221455612,1.160973153,3.76356266,9.090895902,34.4791562,35.98909481,41.92914006,1.234,15.79,10.41,18.95,23.39,28.6,48.93,51.48,58.25,4.749,210.8625449,222.9374733,229.0014685,208.4,227.0,234.1,4.56220981,7.535,4.0,7.563652231,7.35,2.279322612,71.48522141,71.67,51.96986321,52.54,10.8351403,12.2,8.623590088,9.865,6.0,130.0594076,213.7,14.15774273,15.57,0.487625133,21.0042409,3.176370679,17.04394805,15.6,6.304979468,6.02,3.564122825,3.377,39.43222727,41.14,94.91467552,11.39286971,7.985295516,4.440960726,4.585964324,4.976,0,0.048531783,0.0,0.0,0.6666666666667505,1.712,0.0
1.074038939,0.0,0,5.901807708,5.276,0.6996643202023732,0.914639597,2.42802401,8.485066105,29.52737787,27.6596739,32.40801766,1.217,11.04,8.05,14.9,21.62,23.99,36.77,46.47,58.0,1.534,199.2592659,214.9026874,225.9932049,207.2,219.1,226.5,2.510532091,2.75,3.0,5.753273863,6.05,2.644552239,50.71858042,64.94,35.67610459,46.02,7.773535952,14.28,6.938840463,8.204,5.0,121.231557,162.9,14.28154789,13.4,0.71684842,16.49310249,1.97315317,16.95229625,14.98,6.431364399,6.098,3.585258636,3.255,42.20432387,39.91,101.8837121,14.87491701,10.21819985,2.679273968,2.372204965,2.105,0,0.856806796,1.0,0.0,1.2222222222223185,2.624,0.0
0.929845011,0.0,0,5.441106785,4.26,0.6602961602707297,1.230926639,3.431113793,7.81251908,30.18792416,40.40137632,39.06521165,0.918,11.76,9.2,21.15,22.3,27.77,46.75,44.75,57.82,4.841,212.9850689,220.7794377,226.020175,214.1,226.0,232.7,4.639903936,5.455,6.0,6.65045116,5.068,0.852458094,72.62027893,85.35,53.16828529,61.87,12.01235238,19.05,8.131753035,9.129,4.0,129.3488317,196.7,15.75957182,15.28,0.144920912,20.5587615,3.538699446,18.39867713,16.08,6.378076057,6.048,3.858409791,3.529,48.69720366,46.29,99.81680499,13.43788916,10.8057746,5.411848082,3.516234664,3.858,0,0.002369918,0.0,0.0,4.888888888888877,4.743,0.3010299956639812
0.730508452,0.0,0,5.017186704,4.474,0.7421750432236771,0.664089954,3.375153502,6.983801322,34.38032906,41.51829235,43.212631,1.784,7.72,6.17,19.61,21.03,25.18,43.22,46.52,56.96,3.764,210.6427179,219.9165626,227.5702404,213.8,226.1,230.9,4.3821116,4.644,7.0,7.171485889,5.747,1.399299728,71.28558076,80.55,49.80946689,55.8,12.34079648,19.7,9.378573728,10.661,4.0,122.7120779,176.4,15.56234147,15.58,0.472186262,22.00873295,3.535711864,19.33230005,16.84,6.802740281,6.355,3.742816893,3.414,48.32768748,46.39,102.9717614,13.31830999,10.38841428,4.45070497,3.403004669,3.245,0,0.176763497,0.0,0.0,1.8766666666666666e-13,1.626,0.0
1.300383805,0.0,0,3.793238613,3.544,0.506369717095504,0.574328504,2.158534025,9.000307871,25.62440258,36.58596537,35.74294712,1.613,12.76,7.26,18.08,19.77,23.86,37.01,39.6,51.09,4.314,211.3606043,221.3191785,229.0867191,215.0,227.5,233.9,4.020553198,4.104,5.0,6.908667398,5.588,-0.341892155,63.06752145,61.36,43.2209149,44.45,9.362149985,11.29,9.980171214,10.096,7.0,106.3616278,176.8,14.41592204,15.66,0.275691796,18.78251051,2.166858239,14.93911758,12.91,6.078054608,5.69,3.273798488,2.999,33.72276254,31.34,97.09592033,13.81644468,10.31261935,5.517034635,4.534888386,5.019,0,0.07627947,0.0,0.0,1.8902222222222225e-13,0.144,0.0
,3.0,0,3.817593351,5.038,0.5733358400660676,0.707891923,2.146724523,6.052578162,23.98430006,29.57219014,31.37838168,1.311,10.95,5.26,16.85,17.26,21.56,42.63,44.44,48.32,6.944,212.7204926,222.7965655,228.9029911,216.0,227.9,236.0,3.930229153,6.895,4.0,6.510308549,5.291,0.14461363,58.13150141,57.48,38.92967474,41.68,9.920782007,10.66,8.882541854,8.714,5.0,123.9287146,164.9,14.38379009,15.19,1.556862971,20.40731102,2.57817752,16.2961344,13.92,6.001339743,5.69,3.630965058,3.213,41.98467332,39.32,96.32355342,13.76236135,11.33886279,5.929312871,4.9248934,6.418,1,-0.085735311,0.0,1.0,1.777777777777867,4.338,0.0
1.151678645,0.0,1,5.785232042,4.634,0.583878598498626,1.35013579,3.352426496,11.22832434,29.84106032,37.79251523,45.89170116,2.061,12.35,10.35,19.77,20.35,24.88,41.19,47.54,57.76,4.988,210.6219117,223.010948,229.0264453,213.1,228.0,232.4,3.94828158,6.996,4.0,6.436520296,6.017,1.890838242,61.24369702,66.23,42.7210694,45.28,10.05071248,14.0,8.360488349,10.364,4.0,131.3120519,185.4,15.61192139,18.58,0.862511661,22.02807141,3.446243428,17.03201792,15.61,6.122811014,5.75,3.67242593,3.51,44.16400236,43.97,95.88724356,13.14378049,9.763095489,6.918118906,6.024719951,7.464,0,0.737384311,0.0,0.0,20.444444444444443,4.303,0.4771212547196624
1.319024915,0.0,0,4.180396832,2.936,0.6333674451170069,0.882766697,2.520788198,7.743245113,24.62155309,34.29548634,37.92449613,1.197,12.13,8.14,18.06,15.5,19.77,33.87,37.59,47.7,3.893,215.7349799,223.2661321,229.4895246,221.1,227.9,235.8,2.806851431,4.992,6.0,6.467937511,6.624,-0.054725951,51.38413475,52.3,38.41159704,38.42,5.883463056,9.3,7.30082483,7.467,3.0,93.82309677,140.3,13.68014931,15.01,0.633074727,20.22789324,2.411099176,15.16710533,13.1,6.029186001,5.664,3.382283043,3.063,34.61823206,31.84,96.87733517,13.47624829,9.453664151,6.582238007,4.643517577,7.435,0,0.213125505,0.0,1.0,1.8115555555555561e-13,1.335,0.3010299956639812
0.843643447,0.0,0,6.563446579,7.143,0.6498214632245652,1.853589088,3.495463475,10.70929367,30.18207693,33.12889409,33.43680725,1.892,17.73,9.9,21.49,23.68,27.66,43.4,45.22,55.74,5.332,216.7817273,225.0235021,229.9883847,219.0,231.1,237.5,3.379702225,4.138,6.0,7.037476613,6.666,-0.394315216,68.97900808,68.93,52.72525269,52.04,8.803798746,11.9,7.325251219,8.337,4.0,120.7855202,174.7,14.75371414,15.16,0.423907458,20.97667768,2.953065653,16.81061659,15.35,6.495143563,6.231,3.472100199,3.262,39.24338793,41.31,92.21533976,12.58988572,8.79216771,5.062609211,4.119747283,5.381,0,-0.650316752,0.0,0.0,2.0000000000001026,3.118,0.0
1.044892827,2.0,1,5.44352682,5.106,0.8478193472952393,1.34441558,3.447499508,9.156400207,29.24575212,36.43585737,37.85294247,1.586,11.64,11.7,18.48,21.36,23.39,38.29,44.33,57.02,3.057,207.4215549,219.3663631,227.4697948,208.5,221.0,226.6,2.905707463,3.525,2.0,6.105909426,6.906,2.480330486,60.16955527,61.09,40.97485471,41.76,9.788322571,13.78,9.396010289,10.116,6.0,132.4998312,181.3,18.4760037,18.89,1.155909519,20.07871515,2.807426414,17.57609421,15.8,6.223035726,5.966,3.769429555,3.519,44.9017497,43.63,95.75097151,13.71037811,9.849670526,5.883653836,4.627652867,5.499,0,-0.224076857,0.0,0.0,4.333333333333324,4.169,0.4771212547196624
1.348656107,0.0,0,5.135485789,4.053,0.6552345070342942,1.266584971,3.426641476,8.330661282,30.46659293,45.42781269,43.1342185,2.71,11.61,11.05,23.74,24.18,28.11,44.23,50.6,59.81,6.442,216.8783871,226.5228071,232.5573513,220.9,231.0,237.0,7.264261882,5.947,7.0,7.10527495,7.738,0.296897612,69.6768847,71.11,48.79928543,49.3,10.09576463,15.7,10.79025741,10.87,9.0,132.4245923,152.3,18.08461146,16.16,0.486694249,21.56215915,3.667847246,18.0718435,16.13,6.533178036,6.217,3.681705002,3.37,42.36103013,41.58,96.7757894,12.86565024,8.225155607,6.468324711,5.796721491,7.432,0,0.335737733,0.0,1.0,1.888888888888879,3.86,0.4771212547196624
,2.0,0,4.394103905,5.046,0.7436665214462129,1.121189487,2.788857518,8.540836223,31.04440172,39.39192303,40.64847954,1.286,15.94,8.28,18.47,22.04,28.54,46.36,50.36,57.91,3.518,214.0756111,222.3464716,227.3543543,216.9,228.0,234.4,3.770852601,6.982,6.0,6.252196752,6.8,-0.04618958,49.17340335,56.95,34.32253123,40.82,8.287301072,12.2,6.630310622,7.732,3.0,92.45047553,171.0,15.67241219,16.78,0.667195065,18.93210074,2.674664416,16.39431141,14.46,6.058928328,5.791,3.562513196,3.296,38.23716878,38.82,100.6915518,13.74069903,9.418167571,6.165597437,6.317479915,5.959,0,0.119362534,0.0,1.0,16.555555555555546,6.813,0.4771212547196624
,2.0,0,7.00327467,7.046,0.7522021531765211,1.168069623,3.749199254,9.596076097,27.21913571,32.66566722,36.43481106,2.476,16.85,14.82,23.23,23.34,31.51,47.58,48.09,62.57,2.071,203.3716149,216.0181993,222.4060642,206.8,220.9,226.3,3.003428579,3.941,5.0,5.990345207,6.573,0.720895491,60.29634939,71.7,39.15335508,47.9,13.21567593,19.6,8.169955906,9.102,6.0,152.2989999,204.1,16.22194658,16.3,0.625366032,15.9167122,2.467032726,18.89124245,17.53,6.678879916,6.377,3.721416852,3.51,48.21431215,47.25,96.56213009,14.42651924,9.367296828,5.94299578,5.156806804,4.628,0,0.089226647,0.0,0.0,1.8722222222222224e-13,3.691,0.3010299956639812
0.881656135,1.0,0,4.485640703,4.521,0.5296869537729164,0.904016016,2.46581661,7.378288787,33.26257592,41.41314312,44.02490466,2.433,17.25,12.66,24.9,22.28,31.93,51.35,53.13,61.85,3.915,210.3841067,221.7088224,225.9668131,213.9,227.9,231.3,4.198910786,7.094,6.0,6.641172463,6.786,0.067314148,61.23950407,61.22,42.8606733,42.37,8.463145488,12.9,9.606169801,9.354,6.0,134.3296438,178.6,17.25409087,15.27,0.539128964,20.66959491,2.867744801,17.85747462,16.05,6.384767128,6.055,3.714297594,3.465,42.79546799,42.05,94.74511704,12.21140658,8.306566411,5.844155312,3.30561329,3.524,0,0.284841411,0.0,0.0,13.444444444444446,5.083,0.6020599913279624
0.91413668,2.0,0,4.391610199,2.685,0.558468562523795,0.850707478,3.140897419,6.53673053,26.23064684,32.63531399,35.84333166,1.586,16.05,9.74,21.44,22.77,25.2,41.16,46.09,54.96,5.626,212.0162259,222.4720328,229.9311119,215.0,227.1,234.0,3.349734609,5.481,4.0,6.93783955,7.886,-0.112227438,48.12234907,46.28,36.4446622,34.98,3.33899103,4.08,8.227410269,9.197,5.0,118.0070709,185.4,17.47244959,20.85,0.606659034,19.03611756,2.959247492,17.9375829,15.44,6.52282005,6.061,3.661548229,3.305,41.98884002,39.2,93.41375704,12.31344723,8.124582247,4.71641634,4.501476232,4.476,0,0.704285274,0.0,0.0,17.666666666666664,4.423,0.4771212547196624
0.789809388,0.0,0,3.304588266,3.192,0.7762652182681095,0.678815787,2.900278481,11.36965765,39.37301015,56.53206274,49.39238042,2.256,16.1,11.9,27.18,25.67,31.78,53.68,60.36,68.5,7.913,217.0923094,226.9508623,234.0941468,221.1,232.4,237.5,7.651456213,8.285,7.0,7.542699591,8.11,0.034825218,71.58155998,74.17,52.29363502,52.89,10.0307229,16.6,9.158147532,9.455,5.0,141.3016111,176.8,17.07214925,16.26,1.311462417,17.28727815,2.29353443,18.68064924,16.37,6.766206239,6.361,3.633276777,3.372,44.25555604,42.79,95.84510545,11.72727899,7.539231966,5.227496816,3.362351486,5.408,0,-0.122241026,0.0,0.0,3.3333333333333206,5.408,0.0
,2.0,1,5.77840444,5.06,0.6053050461411095,0.899207227,3.052435392,10.26290491,30.12161524,36.7092046,35.63122241,1.887,17.26,13.85,24.7,24.06,26.9,42.12,42.86,52.42,3.137,204.3830344,217.8334169,225.909781,208.6,220.5,229.2,2.426871977,4.949,3.0,6.320999636,7.569,0.674970168,46.60779248,51.49,31.76435089,37.43,7.058668124,9.4,8.004402158,8.51,7.0,146.0330585,207.6,16.33357277,16.53,0.477556957,19.05268772,2.89682436,17.64899719,16.49,6.607104898,6.429,3.51474147,3.328,41.98102077,42.06,91.29219256,13.2877558,8.724200163,2.184019321,2.251997338,2.023,0,1.00846338,0.0,0.0,10.0,3.961,0.0
0.940014108,5.0,0,5.191193379,4.032,0.6962689967455328,1.234493918,2.979882094,8.935701209,27.21507865,42.42838728,47.09274084,1.1,8.62,6.25,14.36,15.25,19.35,37.39,43.54,51.24,5.278,211.5794111,221.6002504,227.4906289,220.9,227.9,234.1,4.37236138,6.398,5.0,6.983037516,5.248,1.255592846,65.24768002,66.4,45.30592646,49.26,10.73569437,10.8,8.530279744,9.58,6.0,132.560098,203.1,14.73696514,16.93,0.568304335,20.4447211,2.919223734,17.2287036,16.81,6.36818442,6.254,3.577559004,3.534,40.9087189,45.41,99.65847867,12.48451117,9.768100646,5.95880038,3.812514219,3.25,0,0.524609908,0.0,0.0,20.333333333333336,5.167,0.6020599913279624
,2.0,0,4.318843345,5.16,0.6553305580093409,1.389137736,3.837533768,10.4612357,30.79215615,34.84762224,34.74958246,1.985,14.38,10.27,23.24,20.5,26.24,44.34,47.32,54.56,4.801,212.9236236,222.792686,227.3472935,216.3,228.0,234.1,3.805257049,6.45,5.0,7.058971572,6.677,0.414216138,67.7405938,69.17,47.31537189,49.93,9.100688048,14.5,10.99167984,8.581,5.0,144.5885128,189.0,16.79757702,16.28,0.850600114,19.94029812,3.282450982,19.38884538,16.59,6.911090593,6.498,3.720739153,3.328,49.45592422,44.21,94.07724689,12.91896348,9.601450657,5.152747744,3.831611616,2.668,1,1.387517665,0.0,0.0,1.8052222222222226e-13,3.737,0.3010299956639812
1.113293923,0.0,0,4.890026307,6.454,0.643057683751453,0.609802868,2.374690767,7.932689723,30.40472293,38.06229044,34.39236559,1.958,14.01,9.77,17.16,21.29,25.65,42.65,46.88,53.15,4.802,214.6036641,222.5942706,225.799294,214.1,228.1,232.5,3.9083275,4.154,5.0,6.667291322,6.51,0.576120552,60.56632585,62.02,42.95803147,45.19,7.403420978,11.3,10.07866746,8.729,5.0,143.687727,182.5,17.51367888,17.91,0.880698483,18.04921823,3.205662081,18.256914,16.1,6.639773747,6.33,3.635078178,3.327,46.15510931,44.18,96.55986314,12.30199912,10.31363287,3.622874701,2.50020006,2.858,1,-0.025585737,0.0,0.0,8.333333333333332,5.384,0.0
0.815954037,0.0,0,4.32292734,7.285,0.496514518697745,0.833016115,2.194800022,5.401963,25.25989674,36.4352617,35.559651,1.881,14.95,10.16,20.63,22.77,24.63,40.59,45.06,51.33,5.272,213.4702183,222.8918909,227.4585023,215.1,228.1,232.5,4.206199409,3.942,5.0,6.214977896,5.276,-0.210257166,65.3617919,75.39,44.95770753,51.38,11.15710176,18.6,9.644571722,10.091,8.0,178.0072514,196.7,16.58421099,15.66,0.50357084,21.05680469,2.845753621,17.32184438,14.96,6.053076776,5.694,3.796091029,3.386,44.29079052,41.4,97.29211562,14.26278974,11.76388926,3.031666479,2.959275959,4.444,0,0.126544486,0.0,0.0,5.33333333333332,4.756,0.4771212547196624
,0.0,0,4.131613891,3.88,0.5747255835940733,1.674087408,3.551819395,11.41137792,37.24930756,45.64143112,43.45134886,1.821,21.29,13.02,26.31,24.72,32.49,44.4,45.84,55.73,5.492,215.8901336,223.5064101,227.4812444,213.9,227.5,232.8,4.869619592,4.314,5.0,7.010847187,6.234,-0.169869825,60.17740537,63.49,42.21230477,44.86,9.375442857,14.0,8.308355641,8.392,4.0,113.700216,173.9,15.35970524,16.45,0.185138144,19.0661807,3.107502608,15.86977163,13.53,6.31749945,5.74,3.373846289,3.088,35.10878067,33.57,95.5541983,13.40933586,10.56370695,3.712337772,3.019329317,2.284,0,1.384160797,0.0,0.0,3.7777777777777697,1.624,0.3010299956639812
0.627841871,0.0,0,4.173690944,3.776,0.6092741724045876,1.150038106,4.408024346,10.62691293,27.22585452,36.82757685,38.73303744,1.148,10.65,7.71,19.63,20.0,26.29,41.33,40.18,47.49,3.912,214.6547693,222.2784538,228.9704837,217.0,228.0,233.9,3.729911826,5.566,7.0,7.146014014,6.479,0.0607427,53.30083881,54.86,39.92876773,40.25,4.980575925,7.9,7.924040724,8.422,5.0,110.5570679,162.4,18.04081177,18.79,0.328682461,19.49696901,2.729824074,16.31757487,13.99,6.138998227,5.692,3.593052508,3.24,37.09642135,35.62,96.2578786,13.95531108,10.0137368,5.136446062,4.940225823,3.722,0,-0.01848682,0.0,0.0,1.666666666666866,5.508,0.3010299956639812
1.082035557,3.0,0,3.439207127,4.016,0.5995555909859803,1.245698739,2.83247995,5.502705525,21.68493323,38.98702102,38.06430418,1.78,14.1,10.35,27.72,24.55,29.5,44.3,53.55,61.27,4.796,214.1392257,223.2936375,229.0355552,213.1,227.0,232.4,4.783445729,4.001,7.0,6.767720327,7.185,1.432131336,63.4419053,73.5,45.97698007,52.25,10.68115831,16.4,6.809416403,8.585,4.0,108.5890388,167.5,14.74186175,15.17,0.556158643,17.23386164,2.484026508,17.87964693,15.82,6.572342044,6.17,3.619090206,3.34,41.92780219,43.28,96.44070947,12.5530931,9.112601478,3.793757713,3.155949323,4.945,0,4.395838917,0.0,0.0,10.77777777777777,3.577,0.6989700043360189
0.567171221,2.0,0,4.959928556,4.851,0.6397852129868201,1.03174917,3.838883485,8.43319355,33.58725653,42.52583824,45.96841142,2.05,13.81,9.94,23.78,25.53,31.33,48.25,52.54,63.81,3.56,212.1538447,221.5054449,225.8269789,214.7,228.0,233.9,4.017501783,6.086,7.0,6.834027121,6.364,0.039212581,66.28768844,70.67,46.36291139,51.18,10.31351112,12.8,9.458647249,10.764,6.0,140.3106629,205.2,16.36752127,17.15,0.254062421,20.16975754,3.695543217,17.45267875,14.95,6.3358212,5.821,3.664414055,3.248,43.20958067,39.36,96.64510644,13.08683245,9.608240302,4.657231872,3.820116181,3.718,0,0.548848584,0.0,0.0,10.111111111111104,3.942,0.4771212547196624
0.515897803,1.0,0,6.19399776,5.292,0.7079106657131059,1.29834813,4.768360973,13.43530081,29.24492861,39.60048817,43.42461527,1.7,8.94,6.5,17.21,23.81,27.97,43.57,48.39,57.46,5.13,211.6917009,222.8011672,225.9993558,214.2,228.0,232.4,3.85036705,5.069,4.0,7.068088897,6.8,-0.227257346,57.3895358,64.67,43.31570872,48.92,6.107775026,10.1,7.744420286,8.268,5.0,134.4605509,200.4,17.6929612,18.58,0.85493102,20.39807775,2.973088822,17.32724609,16.07,6.319300222,6.187,3.697041572,3.437,44.15808682,44.8,98.28075452,12.34131671,9.376209632,5.275339055,4.381863345,4.368,0,-0.179962925,0.0,0.0,6.444444444444445,2.603,0.0
1.006456589,3.0,0,6.345872076,5.643,0.769894035812169,1.517408573,3.143153066,9.485546253,37.44892169,44.2638333,48.05191211,1.948,12.96,12.39,20.16,20.38,28.13,46.13,52.2,69.73,3.846,209.445483,219.1331081,225.8618005,208.6,223.9,229.5,5.036609624,4.667,5.0,7.357941598,7.162,1.760941765,62.05275736,63.62,42.19164704,48.43,11.07408245,10.0,9.058855647,9.27,6.0,129.9131453,174.6,14.42892805,15.32,1.041916775,20.46234708,2.680430097,17.16624428,15.46,6.1239865,5.877,3.703877564,3.426,41.42717083,40.62,97.39570995,12.36685858,8.24227191,3.642300606,3.353534272,5.498,0,1.763676079,0.0,0.0,1.3333333333334183,1.854,0.3010299956639812
